"Attempt.ID","Location.ID","Latitude","Longitude","Subnational.Code","Substrate.Relationship","Substrate","Substrate.Other.Description","Height.m","Cavity.Entrance.Diameter.cm","Entrance.Orientation","Elevation.m","Habitat.1m","Habitat.100m","Location.Entry.Technique","Observer.ID","Species.Code","Species.Name","Year","Predator.Guard","Predator.Guard.Other","First.Lay.Date","First.Lay.Date.Estimated","Visited.During.Egg.Laying","Hatch.Date","Hatch.Date.Estimated","Fledge.Date","Fledge.Date.Estimated","Young.Fledged","Clutch.Size","Young.Total","Unhatched.Eggs","Outcome","Attempt.Entry.Technique"
"A1341876","L9019392",34.812246,-92.514683,"US-AR","in","busshr","",1.524,NA,"",121.92,"ry","ry","latlong","obsr1319684","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,3,"u1","NestWatch Web 2.0.1"
"A1345024","L9129987",39.646731,-75.711185,"US-DE","on","other","On a shelf, on the wall on the front porch.",2.1336,NA,"",NA,"oth","ry","latlong","obsr1339145","amerob","American Robin",2019,"","","2019-04-19",0,1,"2019-05-05",0,"2019-05-17",0,3,4,3,NA,"s1","NestWatch Web 2.0.1"
"A1344854","L9124092",42.346031,-85.520624,"US-MI","in","busshr","",0.9144,NA,"",NA,"chap","ry","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,0,5,5,0,"f1","NestWatch Web 2.0.1"
"A1343372","L9074148",39.722061,-85.928823,"US-IN","on","nesbox","",1.2192,NA,"",207.264,"park","ry","/GOOGLE_MAP/ZOOM:20","obsr156228","amerob","American Robin",2019,"no","","2019-04-15",1,0,"",NA,"",NA,NA,3,NA,NA,"f2","NestWatch Web 2.0.1"
"A1346929","L9217652",41.677528,-74.153365,"US-NY","on","ltrbra","",1.8288,NA,"",93.8784,"for","for","/GOOGLE_MAP/ZOOM:17","obsr1346602","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.1"
"A1343952","L7440747",43.066492,-77.072824,"US-NY","in","buildi","",2.1336,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr812448","amerob","American Robin",2019,"","","2019-04-30",1,NA,"2019-05-11",0,"2019-05-27",1,2,3,2,1,"s1","NestWatch Web 2.0.1"
"A1344315","L9109484",39.4616435,-76.6637519,"US-MD","under","poptow","",2.4384,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr1335493","amerob","American Robin",2019,"no","","2019-04-26",1,1,"2019-05-10",1,"2019-05-26",1,2,3,2,1,"s1","NestWatch Web 2.0.1"
"A1341582","L9009323",38.028121,-84.484872,"US-KY","in","floveg","",4.572,NA,"",298.704,"ry","park","geocode","obsr170369","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u3","NestWatch Web 2.0.1"
"A1345675","L9155572",39.326017,-82.106564,"US-OH","under","buildi","",3.6576,NA,"",NA,"campus","campus","/GOOGLE_MAP/ZOOM:20","obsr1045192","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1348832","L9279237",39.739527,-84.046337,"US-OH","on","busshr","",1.2192,NA,"",NA,"ry","grass","latlong","obsr134262","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1345106","L9133562",37.668721,-85.835601,"US-KY","on","other","Articulated lift truck (cherry picker)",1.524,NA,"",NA,"com-ind","ry","/GOOGLE_MAP/ZOOM:13","obsr621702","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-05-06",1,3,3,3,0,"u1","NestWatch Web 2.0.1"
"A1347640","L9238269",40.305639,-79.667928,"US-PA","under","other","Deck on House",2.1336,NA,"",NA,"ry","ry","geocode","obsr1316372","amerob","American Robin",2019,"","","2019-04-29",1,NA,"2019-05-13",1,"2019-06-01",1,4,4,4,0,"u2","NestWatch Web 2.0.1"
"A1346562","L9177312",41.832174,-88.074916,"US-IL","on","buildi","",1.524,NA,"",224.9424,"ry","park","/GOOGLE_MAP/ZOOM:20","obsr1350450","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1345676","L5924421",43.2341373,-87.986508,"US-WI","on","buildi","",3.6576,NA,"",NA,"ry","fw","/GOOGLE_MAP/ZOOM:19","obsr217545","amerob","American Robin",2019,"","","2019-05-08",0,1,"",NA,"",NA,0,3,0,3,"f3","NestWatch Web 2.0.1"
"A1349648","L5816070",43.6431553,-72.4115559,"US-VT","on","buildi","",2.1336,NA,"",170.0997,"park","park","/GOOGLE_MAP/ZOOM:20","obsr279534","amerob","American Robin",2019,"","","2019-05-21",0,1,"",NA,"",NA,NA,1,NA,1,"f6","NestWatch Web 2.0.1"
"A1341412","L9004014",37.762871,-85.876953,"US-KY","in","buildi","",6.096,NA,"",NA,"ry","golf","/GOOGLE_MAP/ZOOM:16","obsr621702","amerob","American Robin",2019,"","","2019-04-03",1,NA,"2019-04-21",1,"2019-05-02",0,1,3,3,0,"s1","NestWatch Web 2.0.1"
"A1348028","L9255510",44.277737,-72.553698,"US-VT","in","other","Christmas wreath that is still hanging on the house!",2.4384,NA,"",335.28,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr1363064","amerob","American Robin",2019,"","","2019-05-01",1,1,"2019-05-12",0,"2019-05-26",0,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1346059","L9167648",41.181454,-77.366476,"US-PA","in","ltrbra","",3.048,NA,"",182.88,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr571333","amerob","American Robin",2019,"","","2019-05-01",1,NA,"2019-05-15",1,"2019-05-29",1,3,NA,3,NA,"s1","NestWatch Web 2.0.1"
"A1347234","L9224663",42.437038,-78.93029,"US-NY","in","busshr","",1.2192,NA,"",365.76,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr285974","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.1"
"A1344759","L9121959",39.830202,-74.993631,"US-NJ","on","busshr","",1.7678,NA,"",NA,"for","for","/GOOGLE_MAP/ZOOM:16","obsr647193","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346324","L9185778",43.403958,-88.222871,"US-WI","on","ltrbra","",1.9812,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:14","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"2019-05-07",1,"",NA,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1344649","L4566958",43.353555,-76.313248,"US-NY","in","ltrbra","",1.8288,NA,"",NA,"ry","ag","/GOOGLE_MAP/ZOOM:unknown","obsr615155","amerob","American Robin",2019,"","","2019-04-20",1,NA,"2019-05-01",NA,"2019-05-15",0,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1349803","L9318250",45.840069,-99.266936,"US-SD","on","busshr","",1.2192,NA,"",NA,"ry","grass","/GOOGLE_MAP/ZOOM:20","obsr649225","amerob","American Robin",2019,"","","2019-05-19",NA,NA,"2019-06-03",1,"2019-06-18",1,1,3,1,2,"s1","NestWatch Web 2.0.1"
"A1346082","L9166260",43.403866,-88.223645,"US-WI","on","ltrbra","",0.9144,NA,"",NA,"oth","ry","/GOOGLE_MAP/ZOOM:16","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"2019-05-11",1,"2019-05-20",1,1,4,4,0,"s1","NestWatch Web 2.0.1"
"A1344774","L9122262",42.402626,-71.284234,"US-MA","on","buildi","",3.6576,NA,"",60.96,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr584174","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1344802","L9122763",42.443436,-83.393612,"US-MI","on","other","Decorative Palm tree (lights up) that is next to house",NA,NA,"",NA,"oth","ry","/GOOGLE_MAP/ZOOM:20","obsr432146","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347305","L9226459",40.05669,-76.689568,"US-PA","on","other","On the top of pass thru privacy boards shielded by grape vines.",2.4384,NA,"",NA,"ry","for","geocode","obsr1356777","amerob","American Robin",2019,"","","2019-04-28",1,1,"2019-05-08",1,"2019-05-23",0,3,4,4,0,"s1","NestWatch Web 2.0.1"
"A1346990","L7421953",42.5406036,-76.5349731,"US-NY","on","buildi","",5,NA,"",0,"","","NestWatch Mobile App v1.2.3","obsr249803","amerob","American Robin",2019,"","","2019-04-17",0,NA,"2019-05-02",1,"",1,0,4,4,0,"f2","NestWatch Web 2.0.1"
"A1344534","L9115052",42.781362,-71.3221,"US-NH","under","buildi","",0.9144,NA,"",NA,"ry","for","/GOOGLE_MAP/ZOOM:20","obsr274397","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1349619","L9313274",42.728403,-73.896731,"US-NY","under","buildi","",1.8288,NA,"",NA,"ry","for","latlong","obsr219157","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1343690","L9092659",37.065572,-76.292226,"US-VA","on","buildi","",1.8288,NA,"",2.4384,"ry","for","geocode","obsr1332176","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f1","NestWatch Web 2.0.1"
"A1347534","L9233243",42.06877,-80.164157,"US-PA","on","nesbox","",NA,NA,"w",NA,"oth","ry","geocode","obsr1359557","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347517","L9226752",41.749264,-86.177123,"US-IN","in","busshr","",2.1336,NA,"",NA,"ry","ry","geocode","obsr1217680","amerob","American Robin",2019,"","","2019-04-20",0,1,"",NA,"",NA,NA,NA,NA,NA,"f6","NestWatch Web 2.0.1"
"A1349208","L9296075",35.862541,-120.803476,"US-CA","on","ltrbra","",1.9812,NA,"",167.0304,"ry","chap","geocode","obsr319634","amerob","American Robin",2019,"","","2019-05-07",1,NA,"2019-05-21",1,"2019-06-01",0,2,4,2,2,"s1","NestWatch Web 2.0.1"
"A1346888","L9215639",42.480531,-76.450575,"US-NY","on","ltrbra","",1.524,NA,"",300.228,"park","park","/GOOGLE_MAP/ZOOM:19","obsr620621","amerob","American Robin",2019,"","","2019-04-14",1,0,"2019-04-29",1,"",1,0,3,1,NA,"f2","NestWatch Web 2.0.1"
"A1343407","L4561322",39.010659,-78.8254707,"US-WV","on","ltrbra","",3.048,NA,"",594.36,"ry","ry","/GOOGLE_MAP/ZOOM:unknown","obsr370759","amerob","American Robin",2019,"","","2019-04-20",NA,1,"2019-05-02",1,"2019-05-18",0,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1347969","L9253390",39.926119,-83.083221,"US-OH","on","poptow","",1.6764,NA,"",217.3224,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1362678","amerob","American Robin",2019,"no","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1348637","L5782675",43.6433484,-72.4102516,"US-VT","on","other","Old AMRO nest on top of a coiled up hose near a captive EASO/AMKE enclosure.",1.9812,NA,"",176.784,"park","for","/GOOGLE_MAP/ZOOM:19","obsr279534","amerob","American Robin",2019,"","","2019-05-15",1,1,"2019-05-28",1,"",NA,NA,3,2,1,"u1","NestWatch Web 2.0.1"
"A1349298","L9301546",43.403699,-88.225427,"US-WI","in","ltrbra","",1.2192,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:12","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-06-07",1,3,4,3,1,"s1","NestWatch Web 2.0.1"
"A1349072","L9267672",42.289893,-88.372943,"US-IL","on","ltrbra","",1.524,NA,"",44.8056,"grass","campus","/GOOGLE_MAP/ZOOM:18","obsr1364231","amerob","American Robin",2019,"","","2019-04-21",1,0,"2019-05-04",1,"2019-05-19",0,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1346574","L3734749",42.2623262,-76.3966239,"US-NY","in","buildi","",NA,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:unknown","obsr408035","amerob","American Robin",2019,"","","2019-05-05",1,1,"2019-05-19",0,"2019-06-02",0,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1349155","L9293289",39.776465,-75.211954,"US-NJ","under","buildi","",1.2192,NA,"",18.8976,"ry","ry","/GOOGLE_MAP/ZOOM:21","obsr1317178","amerob","American Robin",2019,"","","2019-05-18",0,1,"2019-06-01",0,"",NA,NA,NA,NA,NA,"f2","NestWatch Web 2.0.1"
"A1343904","L9099241",39.722863,-85.926331,"US-IN","on","ltrbra","",1.8288,NA,"",207.264,"park","ag","/GOOGLE_MAP/ZOOM:17","obsr156228","amerob","American Robin",2019,"","","2019-04-20",1,1,"",NA,"",NA,NA,NA,NA,NA,"f1","NestWatch Web 2.0.1"
"A1346387","L9192170",36.12187,-83.875195,"US-TN","on","busshr","",1.2192,NA,"",243.84,"ry","ag","geocode","obsr1352607","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1342764","L3734976",42.2623202,-76.3966185,"US-NY","in","buildi","",2.1336,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:unknown","obsr408035","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u3","NestWatch Web 2.0.1"
"A1344376","L9110458",39.648848,-105.194069,"US-CO","on","buildi","",2.4384,NA,"",1981.2,"chap","ry","/GOOGLE_MAP/ZOOM:17","obsr350794","amerob","American Robin",2019,"","","2019-05-08",1,1,"",NA,"",NA,NA,4,NA,NA,"f2","NestWatch Web 2.0.1"
"A1344291","L9109374",39.327439,-82.09889,"US-OH","in","busshr","",1.524,NA,"",NA,"road","campus","/GOOGLE_MAP/ZOOM:19","obsr1045192","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1341502","L9007442",39.032413,-84.467013,"US-KY","on","ltrbra","",NA,NA,"",NA,"campus","campus","/GOOGLE_MAP/ZOOM:17","obsr439910","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1","NestWatch Web 2.0.1"
"A1348456","L9269242",43.103072,-81.154919,"CA-ON","in","other","In nest against bedroom window, in window sill corner",NA,NA,"s",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr1361209","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1350106","L9327555",41.230552,-74.625282,"US-NJ","on","ltrbra","",24.384,NA,"",182.88,"ry","for","/GOOGLE_MAP/ZOOM:19","obsr503207","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346918","L9217034",43.402375,-88.22292,"US-WI","on","ltrbra","",1.0668,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:17","obsr1341680","amerob","American Robin",2019,"","","",NA,0,"2019-05-19",1,"",1,4,4,4,0,"s1","NestWatch Web 2.0.1"
"A1348758","L9277441",42.339295,-71.302368,"US-MA","on","buildi","",3.6576,NA,"",NA,"campus","campus","/GOOGLE_MAP/ZOOM:19","obsr935748","amerob","American Robin",2019,"","","2019-05-06",1,NA,"2019-05-15",1,"2019-05-28",1,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1349106","L9291012",43.066707,-77.073179,"US-NY","on","buildi","",1.524,NA,"",NA,"ry","ag","/GOOGLE_MAP/ZOOM:20","obsr812448","amerob","American Robin",2019,"","","2019-05-17",1,NA,"2019-06-02",0,"2019-06-15",0,3,3,3,0,"s1","NestWatch Web 2.0.1"
"A1348029","L9255529",42.864038,-86.001525,"US-MI","under","buildi","",4.572,NA,"",198.12,"ry","fw","/GOOGLE_MAP/ZOOM:20","obsr457435","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346103","L9169485",45.484609,-122.714286,"US-OR","in","busshr","",2.1336,NA,"",111.8616,"ry","ry","geocode","obsr1348188","amerob","American Robin",2019,"","","2019-04-28",1,0,"",NA,"",NA,0,4,0,0,"u1","NestWatch Web 2.0.1"
"A1344869","L9124604",37.337683,-95.274656,"US-KS","on","ltrbra","",2.4384,NA,"",195.072,"for","ry","/GOOGLE_MAP/ZOOM:20","obsr1141180","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346026","L9164906",41.682874,-74.151024,"US-NY","on","ltrbra","",1.524,NA,"",93.8784,"for","ry","/GOOGLE_MAP/ZOOM:19","obsr1346602","amerob","American Robin",2019,"","","",1,0,"2019-05-15",1,"",NA,NA,NA,NA,NA,"f2","NestWatch Web 2.0.1"
"A1348143","L9260707",38.855456,-78.929517,"US-WV","on","ltrbra","",2.1336,NA,"",566.0136,"road","ry","/GOOGLE_MAP/ZOOM:20","obsr1327491","amerob","American Robin",2019,"","","2019-05-08",1,1,"2019-05-23",1,"2019-06-07",1,3,4,NA,NA,"u1","NestWatch Web 2.0.1"
"A1345371","L9145179",40.66733,-77.910314,"US-PA","on","buildi","",3.048,NA,"",NA,"park","for","/GOOGLE_MAP/ZOOM:20","obsr2930","amerob","American Robin",2019,"","","",NA,0,"",NA,"2019-05-10",1,0,4,4,0,"f3","NestWatch Web 2.0.1"
"A1348157","L9261359",40.781189,-73.046639,"US-NY","on","buildi","",1.2192,NA,"",NA,"oth","ry","geocode","obsr1363968","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1349212","L9033467",37.259434,-103.890918,"US-CO","in","nesbox","",1.524,3.81,"nw",792.48,"ag","chap","latlong","obsr647986","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f3","NestWatch Web 2.0.1"
"A1349780","L4566958",43.353555,-76.313248,"US-NY","in","ltrbra","",1.8288,NA,"",NA,"ry","ag","/GOOGLE_MAP/ZOOM:unknown","obsr615155","amerob","American Robin",2019,"","","2019-05-19",1,NA,"2019-06-08",1,"2019-06-18",0,3,3,3,NA,"s1","NestWatch Web 2.0.1"
"A1347522","L9231407",35.977225,-86.986428,"US-TN","on","ltrbra","",15.8496,NA,"",NA,"fw","for","/GOOGLE_MAP/ZOOM:20","obsr1356943","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1347650","L9040709",41.039438,-83.684579,"US-OH","on","other","On top of pergola framework",2.4384,NA,"",237.1344,"ry","for","geocode","obsr1322722","amerob","American Robin",2019,"","","2019-04-12",0,0,"2019-04-25",1,"2019-05-10",1,2,3,2,1,"s1","NestWatch Web 2.0.1"
"A1347805","L9245844",43.107425,-81.132489,"CA-ON","in","ltrbra","",NA,NA,"",291.9984,"ry","","/GOOGLE_MAP/ZOOM:15","obsr1361209","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u3","NestWatch Web 2.0.1"
"A1347368","L9220751",42.34667,-85.520992,"US-MI","in","busshr","",0.9144,NA,"",NA,"chap","ry","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","",NA,1,"",NA,"",NA,NA,3,NA,NA,"f6","NestWatch Web 2.0.1"
"A1347369","L9220730",42.346428,-85.520649,"US-MI","in","busshr","",0.9144,NA,"",NA,"chap","ry","/GOOGLE_MAP/ZOOM:20","obsr495658","amerob","American Robin",2019,"","","",NA,0,"",NA,"",NA,4,NA,4,NA,"s1","NestWatch Web 2.0.1"
"A1347638","L9238170",39.244052,-82.386236,"US-OH","on","ltrbra","",3.048,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1045192","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"","NestWatch Web 2.0.1"
"A1346457","L7497433",38.471748,-78.828984,"US-VA","in","ltrbra","",1.8288,NA,"",NA,"ry","road","/GOOGLE_MAP/ZOOM:20","obsr1110071","amerob","American Robin",2019,"","","",1,NA,"",1,"",1,NA,NA,NA,NA,"u3","NestWatch Web 2.0.1"
"A1346468","L9197905",43.441809,-88.868848,"US-WI","on","buildi","",2.4384,NA,"",274.32,"ry","ry","geocode","obsr22035","amerob","American Robin",2019,"","","2019-05-08",1,1,"2019-05-18",1,"2019-06-02",1,2,2,2,0,"s1","NestWatch Web 2.0.1"
"A1347057","L9020154",38.992596,-76.950872,"US-MD","on","ltrbra","",1.524,NA,"",21,"ry","road","/GOOGLE_MAP/ZOOM:17","obsr400489","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u2","NestWatch Web 2.0.1"
"A1343379","L9074287",39.722856,-85.928058,"US-IN","on","ltrbra","",0.9144,NA,"",207.264,"park","ag","/GOOGLE_MAP/ZOOM:20","obsr156228","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"f2","NestWatch Web 2.0.1"
"A1349885","L9321185",41.564138,-70.603717,"US-MA","in","busshr","",1.524,NA,"",3.048,"ry","ry","geocode","obsr1249884","amerob","American Robin",2019,"","","2019-05-01",1,1,"2019-05-15",1,"",NA,0,4,4,NA,"f2","NestWatch Web 2.0.1"
"A1344578","L9116403",44.181797,-77.351536,"CA-ON","on","ltrbra","",1.2192,NA,"se",91,"ry","ry","/GOOGLE_MAP/ZOOM:20","obsr1336747","amerob","American Robin",2019,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"s1","NestWatch Web 2.0.1"
"A1343729","L9090320",42.067639,-77.368273,"US-NY","on","ltrbra","",0.9144,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr1192879","amerob","American Robin",2019,"","","2019-04-23",0,1,"",NA,"",NA,0,4,0,NA,"f3","NestWatch Web 2.0.1"
"A1346900","L9216048",42.067482,-77.367994,"US-NY","on","nesbox","",2.7432,NA,"",NA,"ry","ry","/GOOGLE_MAP/ZOOM:19","obsr1192879","amerob","American Robin",2019,"no","","2019-05-09",1,NA,"2019-05-21",1,"2019-06-03",0,4,4,4,0,"s1","NestWatch Web 2.0.1"
